,Country,Date,value
78231,Central African Republic,01/01/95,620.79
78232,Central African Republic,01/01/96,592.17
78233,Central African Republic,01/01/97,619.53
78234,Central African Republic,01/01/98,641.09
78235,Central African Republic,01/01/99,659.82
78236,Central African Republic,01/01/00,644.29
78237,Central African Republic,01/01/01,674.52
78238,Central African Republic,01/01/02,695.95
78239,Central African Republic,01/01/03,659.02
78240,Central African Republic,01/01/04,704.75
78241,Central African Republic,01/01/05,721.08
78242,Central African Republic,01/01/06,765.01
78243,Central African Republic,01/01/07,807.32
78244,Central African Republic,01/01/08,826.62
78245,Central African Republic,01/01/09,835.81
78246,Central African Republic,01/01/10,863.11
78247,Central African Republic,01/01/11,904.61
78248,Central African Republic,01/01/12,956.83
78249,Central African Republic,01/01/13,615.04
78250,Central African Republic,01/01/14,630.98
78251,Central African Republic,01/01/15,663.83
78252,Central African Republic,01/01/16,694.09
78253,Central African Republic,01/01/17,727.49
78254,Chad,01/01/90,717.54
78255,Chad,01/01/91,779.43
78256,Chad,01/01/92,833.99
78257,Chad,01/01/93,697.03
78258,Chad,01/01/94,758.95
78259,Chad,01/01/95,758.75
78260,Chad,01/01/96,763.49
78261,Chad,01/01/97,792.86
78262,Chad,01/01/98,827.79
78263,Chad,01/01/99,805.39
78264,Chad,01/01/00,787.04
78265,Chad,01/01/01,865.57
78266,Chad,01/01/02,917.61
78267,Chad,01/01/03,1033.34
78268,Chad,01/01/04,1366.67
78269,Chad,01/01/05,1596.46
78270,Chad,01/01/06,1599.82
78271,Chad,01/01/07,1640.39
78272,Chad,01/01/08,1668.18
78273,Chad,01/01/09,1695.56
78274,Chad,01/01/10,1885.8
78275,Chad,01/01/11,1863.85
78276,Chad,01/01/12,2000.52
78277,Chad,01/01/13,2081.47
78278,Chad,01/01/14,2194.36
78279,Chad,01/01/15,2207.63
78280,Chad,01/01/16,2028.01
78281,Chad,01/01/17,1945.3
78282,Chile,01/01/90,4522.24
78283,Chile,01/01/91,4966.53
78284,Chile,01/01/92,5642.84
78285,Chile,01/01/93,6146.83
78286,Chile,01/01/94,6603.72
78287,Chile,01/01/95,7395.15
78288,Chile,01/01/96,8061.05
78289,Chile,01/01/97,8691.05
78290,Chile,01/01/98,9050.13
78291,Chile,01/01/99,9028.23
78292,Chile,01/01/00,9603.39
78293,Chile,01/01/01,10018.59
78294,Chile,01/01/02,10373.26
78295,Chile,01/01/03,10875.71
78296,Chile,01/01/04,11843.1
78297,Chile,01/01/05,12774.73
78298,Chile,01/01/06,15787.47
78299,Chile,01/01/07,16981.4
78300,Chile,01/01/08,16547.68
78301,Chile,01/01/09,16214.09
78302,Chile,01/01/10,18235.74
78303,Chile,01/01/11,20437.7
78304,Chile,01/01/12,21620.28
78305,Chile,01/01/13,22578.73
78306,Chile,01/01/14,22978.19
78307,Chile,01/01/15,22959.55
78308,Chile,01/01/16,23228.22
78309,Chile,01/01/17,24747.31
78310,China,01/01/90,986.33
78311,China,01/01/91,1098.79
78312,China,01/01/92,1267.97
78313,China,01/01/93,1461.26
78314,China,01/01/94,1668.18
78315,China,01/01/95,1869.02
78316,China,01/01/96,2070.28
78317,China,01/01/97,2276.67
78318,China,01/01/98,2458.05
78319,China,01/01/99,2663.85
78320,China,01/01/00,2932.62
78321,China,01/01/01,3226.08
78322,China,01/01/02,3550.82
78323,China,01/01/03,3960.33
78324,China,01/01/04,4454.15
78325,China,01/01/05,5091.35
78326,China,01/01/06,5882.32
78327,China,01/01/07,6862.35
78328,China,01/01/08,7633.26
78329,China,01/01/09,8372.44
78330,China,01/01/10,9330.9
78331,China,01/01/11,10384.37
78332,China,01/01/12,11359.51
78333,China,01/01/13,12394.21
78334,China,01/01/14,13481.86
78335,China,01/01/15,14492.42
78336,China,01/01/16,15548.1
78337,China,01/01/17,16842.41
78338,Colombia,01/01/90,4823.97
78339,Colombia,01/01/91,4990.35
78340,Colombia,01/01/92,5214.7
78341,Colombia,01/01/93,5527.35
78342,Colombia,01/01/94,5871.29
78343,Colombia,01/01/95,6201.41
78344,Colombia,01/01/96,6341.62
78345,Colombia,01/01/97,6568.47
78346,Colombia,01/01/98,6577.4
78347,Colombia,01/01/99,6303.29
78348,Colombia,01/01/00,6539.26
78349,Colombia,01/01/01,6703.45
78350,Colombia,01/01/02,6878.85
78351,Colombia,01/01/03,7190.67
78352,Colombia,01/01/04,7678.22
78353,Colombia,01/01/05,8190.64
78354,Colombia,01/01/06,8901.5
78355,Colombia,01/01/07,9645.68
78356,Colombia,01/01/08,10036.04
78357,Colombia,01/01/09,10118.18
78358,Colombia,01/01/10,10570.21
78359,Colombia,01/01/11,11463.54
78360,Colombia,01/01/12,12016.45
78361,Colombia,01/01/13,12661.09
78362,Colombia,01/01/14,13383.7
78363,Colombia,01/01/15,13800.53
78364,Colombia,01/01/16,14101.08
78365,Colombia,01/01/17,14503.33
78366,Comoros,01/01/90,1667.47
78367,Comoros,01/01/91,1582.79
78368,Comoros,01/01/92,1706.35
78369,Comoros,01/01/93,1748.09
78370,Comoros,01/01/94,1643.52
78371,Comoros,01/01/95,1690.4
78372,Comoros,01/01/96,1653.02
78373,Comoros,01/01/97,1702.63
78374,Comoros,01/01/98,1697.75
78375,Comoros,01/01/99,1712.18
78376,Comoros,01/01/00,1892.75
78377,Comoros,01/01/01,1932.83
78378,Comoros,01/01/02,1960.2
78379,Comoros,01/01/03,1993.29
78380,Comoros,01/01/04,2038.42
78381,Comoros,01/01/05,2112.77
78382,Comoros,01/01/06,2182.52
78383,Comoros,01/01/07,2205.04
78384,Comoros,01/01/08,2282.7
78385,Comoros,01/01/09,2317.15
78386,Comoros,01/01/10,2376.54
78387,Comoros,01/01/11,2465.32
78388,Comoros,01/01/12,2531.05
78389,Comoros,01/01/13,2627.36
78390,Comoros,01/01/14,2668.91
78391,Comoros,01/01/15,2663.84
78392,Comoros,01/01/16,2689.03
78393,Comoros,01/01/17,2751.02
78394,Congo,01/01/90,3321.63
78395,Congo,01/01/91,3420.07
78396,Congo,01/01/92,3492.93
78397,Congo,01/01/93,3445.44
78398,Congo,01/01/94,3235.1
78399,Congo,01/01/95,3340.02
78400,Congo,01/01/96,3448.4
78401,Congo,01/01/97,3387.56
78402,Congo,01/01/98,3452.12
78403,Congo,01/01/99,3318.76
78404,Congo,01/01/00,3550.25
78405,Congo,01/01/01,3666.84
78406,Congo,01/01/02,3789.29
78407,Congo,01/01/03,3790.23
78408,Congo,01/01/04,3914.81
78409,Congo,01/01/05,4222.07
78410,Congo,01/01/06,4473.82
78411,Congo,01/01/07,4368.01
78412,Congo,01/01/08,4542.84
78413,Congo,01/01/09,4759.31
78414,Congo,01/01/10,5080.22
78415,Congo,01/01/11,5213.95
78416,Congo,01/01/12,5372.26
78417,Congo,01/01/13,5514.16
78418,Congo,01/01/14,5851.97
78419,Congo,01/01/15,5919.72
78420,Congo,01/01/16,5669.17
78421,Congo,01/01/17,5454.26
78422,Costa Rica,01/01/90,5042.18
78423,Costa Rica,01/01/91,5194.41
78424,Costa Rica,01/01/92,5655.7
78425,Costa Rica,01/01/93,6045.61
78426,Costa Rica,01/01/94,6291.84
78427,Costa Rica,01/01/95,6525.43
78428,Costa Rica,01/01/96,6566.33
78429,Costa Rica,01/01/97,6885.75
78430,Costa Rica,01/01/98,7277.76
78431,Costa Rica,01/01/99,7518.17
78432,Costa Rica,01/01/00,7827.95
78433,Costa Rica,01/01/01,8137.87
78434,Costa Rica,01/01/02,8395.3
78435,Costa Rica,01/01/03,8791.29
78436,Costa Rica,01/01/04,9287.29
78437,Costa Rica,01/01/05,9814.67
78438,Costa Rica,01/01/06,10694.92
78439,Costa Rica,01/01/07,11711.43
78440,Costa Rica,01/01/08,12327
78441,Costa Rica,01/01/09,12139.05
78442,Costa Rica,01/01/10,12733.99
78443,Costa Rica,01/01/11,13397.23
78444,Costa Rica,01/01/12,14144.21
78445,Costa Rica,01/01/13,14555.5
78446,Costa Rica,01/01/14,15187.09
78447,Costa Rica,01/01/15,15740.6
78448,Costa Rica,01/01/16,16419.6
78449,Costa Rica,01/01/17,17109.75
78450,C?ðte d'Ivoire,01/01/90,2063.74
78451,C?ðte d'Ivoire,01/01/91,2059.08
78452,C?ðte d'Ivoire,01/01/92,2028.56
78453,C?ðte d'Ivoire,01/01/93,2002.88
78454,C?ðte d'Ivoire,01/01/94,1994.61
78455,C?ðte d'Ivoire,01/01/95,2112.72
78456,C?ðte d'Ivoire,01/01/96,2247.34
78457,C?ðte d'Ivoire,01/01/97,2302.17
78458,C?ðte d'Ivoire,01/01/98,2374.48
78459,C?ðte d'Ivoire,01/01/99,2387.34
78460,C?ðte d'Ivoire,01/01/00,2335.8
78461,C?ðte d'Ivoire,01/01/01,2342.3
78462,C?ðte d'Ivoire,01/01/02,2294.65
78463,C?ðte d'Ivoire,01/01/03,2267.73
78464,C?ðte d'Ivoire,01/01/04,2317.06
78465,C?ðte d'Ivoire,01/01/05,2387.86
78466,C?ðte d'Ivoire,01/01/06,2450.01
78467,C?ðte d'Ivoire,01/01/07,2507.78
78468,C?ðte d'Ivoire,01/01/08,2566.58
78469,C?ðte d'Ivoire,01/01/09,2611.44
78470,C?ðte d'Ivoire,01/01/10,2635.21
78471,C?ðte d'Ivoire,01/01/11,2511.42
78472,C?ðte d'Ivoire,01/01/12,2764.4
78473,C?ðte d'Ivoire,01/01/13,2986.59
78474,C?ðte d'Ivoire,01/01/14,3227.68
78475,C?ðte d'Ivoire,01/01/15,3461.99
78476,C?ðte d'Ivoire,01/01/16,3685.16
78477,C?ðte d'Ivoire,01/01/17,3944.75
78478,Croatia,01/01/95,7950.58
78479,Croatia,01/01/96,8673.25
78480,Croatia,01/01/97,9450.79
78481,Croatia,01/01/98,9771.71
78482,Croatia,01/01/99,9838.17
78483,Croatia,01/01/00,10653.09
78484,Croatia,01/01/01,11668.44
78485,Croatia,01/01/02,12672.61
78486,Croatia,01/01/03,13542.68
78487,Croatia,01/01/04,14509.62
78488,Croatia,01/01/05,15290.51
78489,Croatia,01/01/06,17413.76
78490,Croatia,01/01/07,19335.44
78491,Croatia,01/01/08,20837.23
78492,Croatia,01/01/09,20034.84
78493,Croatia,01/01/10,19780.64
78494,Croatia,01/01/11,20758.55
78495,Croatia,01/01/12,21156.61
78496,Croatia,01/01/13,21807.11
78497,Croatia,01/01/14,22077.21
78498,Croatia,01/01/15,23008.19
78499,Croatia,01/01/16,24524.55
78500,Croatia,01/01/17,26295.51
78501,Cyprus,01/01/90,13322.55
78502,Cyprus,01/01/91,13513.42
78503,Cyprus,01/01/92,14723.71
78504,Cyprus,01/01/93,14817.37
78505,Cyprus,01/01/94,15697.49
78506,Cyprus,01/01/95,17069.61
78507,Cyprus,01/01/96,17297.42
78508,Cyprus,01/01/97,17778.76
78509,Cyprus,01/01/98,18758.53
78510,Cyprus,01/01/99,19662.74
78511,Cyprus,01/01/00,21291.47
78512,Cyprus,01/01/01,22871.38
78513,Cyprus,01/01/02,23556.41
78514,Cyprus,01/01/03,24252.9
78515,Cyprus,01/01/04,25921.2
78516,Cyprus,01/01/05,27763.18
78517,Cyprus,01/01/06,29984.19
78518,Cyprus,01/01/07,32849.94
78519,Cyprus,01/01/08,34824.08
78520,Cyprus,01/01/09,33888.29
78521,Cyprus,01/01/10,33230.8
78522,Cyprus,01/01/11,33192.34
78523,Cyprus,01/01/12,31914.68
78524,Cyprus,01/01/13,30620.86
78525,Cyprus,01/01/14,30390.61
78526,Cyprus,01/01/15,31578.35
78527,Cyprus,01/01/16,33682.48
78528,Cyprus,01/01/17,36012.37
78529,Democratic Republic of the Congo,01/01/90,896.14
78530,Democratic Republic of the Congo,01/01/91,817.29
78531,Democratic Republic of the Congo,01/01/92,719.48
78532,Democratic Republic of the Congo,01/01/93,612.97
78533,Democratic Republic of the Congo,01/01/94,580.09
78534,Democratic Republic of the Congo,01/01/95,577.38
78535,Democratic Republic of the Congo,01/01/96,565.92
78536,Democratic Republic of the Congo,01/01/97,530.14
78537,Democratic Republic of the Congo,01/01/98,515.31
78538,Democratic Republic of the Congo,01/01/99,489.31
78539,Democratic Republic of the Congo,01/01/00,454.2
78540,Democratic Republic of the Congo,01/01/01,442.41
78541,Democratic Republic of the Congo,01/01/02,449.07
78542,Democratic Republic of the Congo,01/01/03,468.95
78543,Democratic Republic of the Congo,01/01/04,498.36
78544,Democratic Republic of the Congo,01/01/05,528.84
78545,Democratic Republic of the Congo,01/01/06,555.9
78546,Democratic Republic of the Congo,01/01/07,586.95
78547,Democratic Republic of the Congo,01/01/08,615.13
78548,Democratic Republic of the Congo,01/01/09,616.7
78549,Democratic Republic of the Congo,01/01/10,646.7
78550,Democratic Republic of the Congo,01/01/11,682.43
78551,Democratic Republic of the Congo,01/01/12,720.35
78552,Democratic Republic of the Congo,01/01/13,769.11
78553,Democratic Republic of the Congo,01/01/14,829.86
78554,Democratic Republic of the Congo,01/01/15,867.63
78555,Democratic Republic of the Congo,01/01/16,869.2
78556,Democratic Republic of the Congo,01/01/17,889.1
78558,Dominica,01/01/90,4271.67
78559,Dominica,01/01/91,4478.59
78560,Dominica,01/01/92,4665.24
78561,Dominica,01/01/93,4863.06
78562,Dominica,01/01/94,4956.9
78563,Dominica,01/01/95,5213.98
78564,Dominica,01/01/96,5491.17
78565,Dominica,01/01/97,5738.82
78566,Dominica,01/01/98,6059.68
78567,Dominica,01/01/99,6208.43
78568,Dominica,01/01/00,6519.42
78569,Dominica,01/01/01,6664.38
78570,Dominica,01/01/02,6560.76
78571,Dominica,01/01/03,7089.42
78572,Dominica,01/01/04,7476.08
78573,Dominica,01/01/05,7739.99
78574,Dominica,01/01/06,8328.23
78575,Dominica,01/01/07,9074.78
78576,Dominica,01/01/08,9894.37
78577,Dominica,01/01/09,9831.45
78578,Dominica,01/01/10,9988.86
78579,Dominica,01/01/11,10135.27
78580,Dominica,01/01/12,10174.04
78581,Dominica,01/01/13,10239.08
78582,Dominica,01/01/14,10834.11
78583,Dominica,01/01/15,10614.67
78584,Dominica,01/01/16,10944.39
78585,Dominica,01/01/17,10037.43
78586,Dominican Republic,01/01/90,3539.16
78587,Dominican Republic,01/01/91,3619.95
78588,Dominican Republic,01/01/92,4039.11
78589,Dominican Republic,01/01/93,4356.39
78590,Dominican Republic,01/01/94,4481.43
78591,Dominican Republic,01/01/95,4749.62
78592,Dominican Republic,01/01/96,5038.18
78593,Dominican Republic,01/01/97,5487.89
78594,Dominican Republic,01/01/98,5825.09
78595,Dominican Republic,01/01/99,6166.88
78596,Dominican Republic,01/01/00,6498.31
78597,Dominican Republic,01/01/01,6704.55
78598,Dominican Republic,01/01/02,7004.62
78599,Dominican Republic,01/01/03,6941.68
78600,Dominican Republic,01/01/04,7207.18
78601,Dominican Republic,01/01/05,8021.87
78602,Dominican Republic,01/01/06,8898.04
78603,Dominican Republic,01/01/07,9674.96
78604,Dominican Republic,01/01/08,10041.71
78605,Dominican Republic,01/01/09,10076.47
78606,Dominican Republic,01/01/10,10904.76
78607,Dominican Republic,01/01/11,11333.55
78608,Dominican Republic,01/01/12,11715.4
78609,Dominican Republic,01/01/13,12348.54
78610,Dominican Republic,01/01/14,13380.84
78611,Dominican Republic,01/01/15,14306.62
78612,Dominican Republic,01/01/16,15245.06
78613,Dominican Republic,01/01/17,16063.64
78614,Ecuador,01/01/90,4828.27
78615,Ecuador,01/01/91,5082.26
78616,Ecuador,01/01/92,5186.7
78617,Ecuador,01/01/93,5293.48
78618,Ecuador,01/01/94,5512.87
78619,Ecuador,01/01/95,5631.83
78620,Ecuador,01/01/96,5712.67
78621,Ecuador,01/01/97,5939.14
78622,Ecuador,01/01/98,6077.94
78623,Ecuador,01/01/99,5767.16
78624,Ecuador,01/01/00,5854.24
78625,Ecuador,01/01/01,6119.47
78626,Ecuador,01/01/02,6359.46
78627,Ecuador,01/01/03,6553.81
78628,Ecuador,01/01/04,7168.27
78629,Ecuador,01/01/05,7662.47
78630,Ecuador,01/01/06,8108.56
78631,Ecuador,01/01/07,8364.16
78632,Ecuador,01/01/08,8918.38
78633,Ecuador,01/01/09,8887.1
78634,Ecuador,01/01/10,9160.98
78635,Ecuador,01/01/11,9926.9
78636,Ecuador,01/01/12,10520.14
78637,Ecuador,01/01/13,11060.77
78638,Ecuador,01/01/14,11519.36
78639,Ecuador,01/01/15,11479.9
78640,Ecuador,01/01/16,11294.71
78641,Ecuador,01/01/17,11612.05
78642,Egypt,01/01/90,3726.26
78643,Egypt,01/01/91,3804.81
78644,Egypt,01/01/92,3978.71
78645,Egypt,01/01/93,4106.71
78646,Egypt,01/01/94,4275.6
78647,Egypt,01/01/95,4480.05
78648,Egypt,01/01/96,4699.5
78649,Egypt,01/01/97,4949.64
78650,Egypt,01/01/98,5186.13
78651,Egypt,01/01/99,5482.64
78652,Egypt,01/01/00,5855.44
78653,Egypt,01/01/01,6085.6
78654,Egypt,01/01/02,6207.91
78655,Egypt,01/01/03,6410.97
78656,Egypt,01/01/04,6729.47
78657,Egypt,01/01/05,7124.64
78658,Egypt,01/01/06,7707.49
78659,Egypt,01/01/07,8326.61
78660,Egypt,01/01/08,8938.31
78661,Egypt,01/01/09,9254.36
78662,Egypt,01/01/10,9657.19
78663,Egypt,01/01/11,9823.82
78664,Egypt,01/01/12,10011.84
78665,Egypt,01/01/13,10179.02
78666,Egypt,01/01/14,10440.91
78667,Egypt,01/01/15,10783.07
78668,Egypt,01/01/16,11147.7
78669,Egypt,01/01/17,11608.38
78670,El Salvador,01/01/90,2936.62
78671,El Salvador,01/01/91,3038.27
78672,El Salvador,01/01/92,3280.24
78673,El Salvador,01/01/93,3505.89
78674,El Salvador,01/01/94,3700.46
78675,El Salvador,01/01/95,3909.85
78676,El Salvador,01/01/96,3970.75
78677,El Salvador,01/01/97,4124.72
78678,El Salvador,01/01/98,4242.41
78679,El Salvador,01/01/99,4365.28
78680,El Salvador,01/01/00,4482.23
78681,El Salvador,01/01/01,4594.58
78682,El Salvador,01/01/02,4711.47
78683,El Salvador,01/01/03,4854.96
78684,El Salvador,01/01/04,5008.37
78685,El Salvador,01/01/05,5284.66
78686,El Salvador,01/01/06,5657.76
78687,El Salvador,01/01/07,5890.14
78688,El Salvador,01/01/08,6106.51
78689,El Salvador,01/01/09,5998.22
78690,El Salvador,01/01/10,6171.85
78691,El Salvador,01/01/11,6511.44
78692,El Salvador,01/01/12,6791.61
78693,El Salvador,01/01/13,7041.52
78694,El Salvador,01/01/14,7281.32
78695,El Salvador,01/01/15,7496.81
78696,El Salvador,01/01/16,7734.86
78697,El Salvador,01/01/17,8023.05
78698,Equatorial Guinea,01/01/90,645.86
78699,Equatorial Guinea,01/01/91,639.88
78700,Equatorial Guinea,01/01/92,853.72
78701,Equatorial Guinea,01/01/93,938.58
78702,Equatorial Guinea,01/01/94,1080.39
78703,Equatorial Guinea,01/01/95,1250.28
78704,Equatorial Guinea,01/01/96,2043.32
78705,Equatorial Guinea,01/01/97,4998.31
78706,Equatorial Guinea,01/01/98,6010.57
78707,Equatorial Guinea,01/01/99,7366.28
78708,Equatorial Guinea,01/01/00,8552.59
78709,Equatorial Guinea,01/01/01,13723.37
78710,Equatorial Guinea,01/01/02,15980.44
78711,Equatorial Guinea,01/01/03,17819.51
78712,Equatorial Guinea,01/01/04,24213.91
78713,Equatorial Guinea,01/01/05,27926.82
78714,Equatorial Guinea,01/01/06,29636.87
78715,Equatorial Guinea,01/01/07,33505.77
78716,Equatorial Guinea,01/01/08,38432.2
78717,Equatorial Guinea,01/01/09,37487.65
78718,Equatorial Guinea,01/01/10,33033.33
78719,Equatorial Guinea,01/01/11,34363.15
78720,Equatorial Guinea,01/01/12,36315.41
78721,Equatorial Guinea,01/01/13,33949.43
78722,Equatorial Guinea,01/01/14,33330.48
78723,Equatorial Guinea,01/01/15,29420.65
78724,Equatorial Guinea,01/01/16,26177.45
78725,Equatorial Guinea,01/01/17,24439.22
78746,Estonia,01/01/95,6283.92
78747,Estonia,01/01/96,6825.5
78748,Estonia,01/01/97,7842.06
78749,Estonia,01/01/98,8365.59
78750,Estonia,01/01/99,8368.21
78751,Estonia,01/01/00,9421.26
78752,Estonia,01/01/01,10302.77
78753,Estonia,01/01/02,11590.6
78754,Estonia,01/01/03,13064.69
78755,Estonia,01/01/04,14419.43
78756,Estonia,01/01/05,16516.14
78757,Estonia,01/01/06,19257.98
78758,Estonia,01/01/07,21964.29
78759,Estonia,01/01/08,22664.04
78760,Estonia,01/01/09,20502.35
78761,Estonia,01/01/10,21581.69
78762,Estonia,01/01/11,24543.07
78763,Estonia,01/01/12,26022.47
78764,Estonia,01/01/13,27495.73
78765,Estonia,01/01/14,28964.18
78766,Estonia,01/01/15,29212.95
78767,Estonia,01/01/16,30897.55
78768,Estonia,01/01/17,33447.83
78769,Ethiopia,01/01/90,421.28
78770,Ethiopia,01/01/91,390.16
78771,Ethiopia,01/01/92,351.55
78772,Ethiopia,01/01/93,392.88
78773,Ethiopia,01/01/94,399.86
78774,Ethiopia,01/01/95,419.01
78775,Ethiopia,01/01/96,464.72
78776,Ethiopia,01/01/97,472.92
78777,Ethiopia,01/01/98,448.17
78778,Ethiopia,01/01/99,464.85
78779,Ethiopia,01/01/00,489.92
78780,Ethiopia,01/01/01,527.19
78781,Ethiopia,01/01/02,527.94
78782,Ethiopia,01/01/03,511.96
78783,Ethiopia,01/01/04,580.78
78784,Ethiopia,01/01/05,651.95
78785,Ethiopia,01/01/06,724.73
78786,Ethiopia,01/01/07,807.24
78787,Ethiopia,01/01/08,887.93
78788,Ethiopia,01/01/09,948
78789,Ethiopia,01/01/10,1051.85
78790,Ethiopia,01/01/11,1162.78
78791,Ethiopia,01/01/12,1254.18
78792,Ethiopia,01/01/13,1374.89
78793,Ethiopia,01/01/14,1505.28
78794,Ethiopia,01/01/15,1637.33
78795,Ethiopia,01/01/16,1736.41
78796,Ethiopia,01/01/17,1903.24
78797,Fiji,01/01/90,3806.83
78798,Fiji,01/01/91,3791.71
78799,Fiji,01/01/92,4064.66
78800,Fiji,01/01/93,4190.93
78801,Fiji,01/01/94,4435.88
78802,Fiji,01/01/95,4582.77
78803,Fiji,01/01/96,4834.45
78804,Fiji,01/01/97,4758.16
78805,Fiji,01/01/98,4826.94
78806,Fiji,01/01/99,5291.23
78807,Fiji,01/01/00,5288.62
78808,Fiji,01/01/01,5497.03
78809,Fiji,01/01/02,5749.62
78810,Fiji,01/01/03,5916.12
78811,Fiji,01/01/04,6387.47
78812,Fiji,01/01/05,6611.17
78813,Fiji,01/01/06,6893.6
78814,Fiji,01/01/07,6954.65
78815,Fiji,01/01/08,7091.86
78816,Fiji,01/01/09,6975.32
78817,Fiji,01/01/10,7201.65
78818,Fiji,01/01/11,7488.83
78819,Fiji,01/01/12,7682.49
78820,Fiji,01/01/13,8130.45
78821,Fiji,01/01/14,8688.33
78822,Fiji,01/01/15,9053.99
78823,Fiji,01/01/16,9120.19
78824,Fiji,01/01/17,9574.88
78825,Gabon,01/01/90,12600.96
78826,Gabon,01/01/91,13448.88
78827,Gabon,01/01/92,12979.41
78828,Gabon,01/01/93,13453.4
78829,Gabon,01/01/94,13884.26
78830,Gabon,01/01/95,14502.46
78831,Gabon,01/01/96,14919.87
78832,Gabon,01/01/97,15648.09
78833,Gabon,01/01/98,15964.15
78834,Gabon,01/01/99,14397.38
78835,Gabon,01/01/00,14091.57
78836,Gabon,01/01/01,14357.33
78837,Gabon,01/01/02,14180.25
78838,Gabon,01/01/03,14412.41
78839,Gabon,01/01/04,14516.69
78840,Gabon,01/01/05,14958.03
78841,Gabon,01/01/06,14552.21
78842,Gabon,01/01/07,15365.43
78843,Gabon,01/01/08,14682.96
78844,Gabon,01/01/09,14343.75
78845,Gabon,01/01/10,15041.58
78846,Gabon,01/01/11,15893.52
78847,Gabon,01/01/12,16469.4
78848,Gabon,01/01/13,17114.46
78849,Gabon,01/01/14,17623.93
78850,Gabon,01/01/15,17981.22
78851,Gabon,01/01/16,18092.99
78852,Gabon,01/01/17,18113.3
78853,Gambia,01/01/90,973.41
78854,Gambia,01/01/91,1001.36
78855,Gambia,01/01/92,1026.13
78856,Gambia,01/01/93,1051.45
78857,Gambia,01/01/94,1045.95
78858,Gambia,01/01/95,1047.48
78859,Gambia,01/01/96,1060.01
78860,Gambia,01/01/97,1099.45
78861,Gambia,01/01/98,1117.8
78862,Gambia,01/01/99,1172.72
78863,Gambia,01/01/00,1227.95
78864,Gambia,01/01/01,1288.36
78865,Gambia,01/01/02,1226.19
78866,Gambia,01/01/03,1294.27
78867,Gambia,01/01/04,1378.45
78868,Gambia,01/01/05,1364.87
78869,Gambia,01/01/06,1377.95
78870,Gambia,01/01/07,1420.17
78871,Gambia,01/01/08,1483.41
78872,Gambia,01/01/09,1541.59
78873,Gambia,01/01/10,1610.6
78874,Gambia,01/01/11,1524.77
78875,Gambia,01/01/12,1590.25
78876,Gambia,01/01/13,1643.49
78877,Gambia,01/01/14,1608.22
78878,Gambia,01/01/15,1668.82
78879,Gambia,01/01/16,1643.29
78880,Gambia,01/01/17,1699.11
78881,Georgia,01/01/90,5159.36
78882,Georgia,01/01/91,4176.74
78883,Georgia,01/01/92,2335.69
78884,Georgia,01/01/93,1677.68
78885,Georgia,01/01/94,1559
78886,Georgia,01/01/95,1695.43
78887,Georgia,01/01/96,1990.69
78888,Georgia,01/01/97,2310.69
78889,Georgia,01/01/98,2468.61
78890,Georgia,01/01/99,2631.9
78891,Georgia,01/01/00,2795.11
78892,Georgia,01/01/01,3043.02
78893,Georgia,01/01/02,3288.24
78894,Georgia,01/01/03,3749.91
78895,Georgia,01/01/04,4101.67
78896,Georgia,01/01/05,4669.15
78897,Georgia,01/01/06,5296
78898,Georgia,01/01/07,6152.86
78899,Georgia,01/01/08,6444.8
78900,Georgia,01/01/09,6312.53
78901,Georgia,01/01/10,6838.65
78902,Georgia,01/01/11,7545.97
78903,Georgia,01/01/12,8239.55
78904,Georgia,01/01/13,8694.25
78905,Georgia,01/01/14,9263.95
78906,Georgia,01/01/15,9617.54
78907,Georgia,01/01/16,9993.73
78908,Georgia,01/01/17,10674.46
78909,Ghana,01/01/90,1240.41
78910,Ghana,01/01/91,1312.49
78911,Ghana,01/01/92,1356.22
78912,Ghana,01/01/93,1416.22
78913,Ghana,01/01/94,1454.4
78914,Ghana,01/01/95,1506.11
78915,Ghana,01/01/96,1564.5
78916,Ghana,01/01/97,1618.2
78917,Ghana,01/01/98,1672.04
78918,Ghana,01/01/99,1730.02
78919,Ghana,01/01/00,1790.17
78920,Ghana,01/01/01,1856.87
78921,Ghana,01/01/02,1920.48
78922,Ghana,01/01/03,2008
78923,Ghana,01/01/04,2122.72
78924,Ghana,01/01/05,2260.46
78925,Ghana,01/01/06,2414.96
78926,Ghana,01/01/07,2520.13
78927,Ghana,01/01/08,2732.64
78928,Ghana,01/01/09,2813.69
78929,Ghana,01/01/10,2996.78
78930,Ghana,01/01/11,3404.46
78931,Ghana,01/01/12,3702.11
78932,Ghana,01/01/13,3948.46
78933,Ghana,01/01/14,4045.1
78934,Ghana,01/01/15,4083.47
78935,Ghana,01/01/16,4176
78936,Ghana,01/01/17,4501.85
78937,Grenada,01/01/90,4679.4
78938,Grenada,01/01/91,4893.45
78939,Grenada,01/01/92,4924.42
78940,Grenada,01/01/93,4887.17
78941,Grenada,01/01/94,5019.53
78942,Grenada,01/01/95,5188.97
78943,Grenada,01/01/96,5488.59
78944,Grenada,01/01/97,5843.61
78945,Grenada,01/01/98,6589.13
78946,Grenada,01/01/99,7142.09
78947,Grenada,01/01/00,7648.31
78948,Grenada,01/01/01,7646.98
78949,Grenada,01/01/02,8011.51
78950,Grenada,01/01/03,8920.56
78951,Grenada,01/01/04,9081.58
78952,Grenada,01/01/05,10587.76
78953,Grenada,01/01/06,10445.87
